Date,Commodity,Wholesale,Retail,Landing
7/19/2024,Cassava,18.00,8.00,20.00
7/18/2024,Gabi (bisol),40.00,70.00,45.00
7/18/2024,Kamote,18.00,55.00,30.00
7/18/2024,Karlang,17.00,30.00,20.00
7/18/2024,Cassava,18.00,40.00,16.00
7/17/2024,Gabi (bisol),40.00,70.00,45.00
7/17/2024,Kamote,18.00,40.00,30.00
7/17/2024,Karlang,17.00,60.00,20.00
7/17/2024,Cassava,18.00,18.00,16.00
7/16/2024,Gabi (bisol),40.00,50.00,45.00
7/16/2024,Kamote,35.00,30.00,30.00
7/16/2024,Karlang,17.00,40.00,20.00
7/16/2024,Cassava,18.00,18.00,16.00
7/15/2024,Gabi (bisol),40.00,50.00,45.00
7/15/2024,Kamote,25.00,35.00,30.00
7/15/2024,Karlang,20.00,45.00,26.00
7/15/2024,Cassava,18.00,18.00,16.00
7/14/2024,Gabi (bisol),40.00,50.00,45.00
7/14/2024,Kamote,25.00,35.00,30.00
7/14/2024,Karlang,20.00,45.00,26.00
7/14/2024,Cassava,18.00,18.00,16.00
7/13/2024,Gabi (bisol),40.00,50.00,45.00
7/13/2024,Kamote,25.00,35.00,30.00
7/13/2024,Karlang,20.00,45.00,26.00
7/13/2024,Cassava,18.00,18.00,16.00
7/12/2024,Gabi (bisol),40.00,60.00,45.00
7/12/2024,Kamote,25.00,45.00,30.00
7/12/2024,Karlang,20.00,30.00,26.00
7/12/2024,Cassava,18.00,18.00,16.00
7/11/2024,Gabi (bisol),40.00,50.00,45.00
7/11/2024,Kamote,25.00,30.00,30.00
7/11/2024,Karlang,20.00,45.00,24.00
7/11/2024,Cassava,18.00,20.00,16.00
7/10/2024,Gabi (bisol),40.00,65.00,45.00
7/10/2024,Kamote,25.00,45.00,30.00
7/10/2024,Karlang,20.00,60.00,24.00
7/10/2024,Cassava,18.00,18.00,16.00
7/9/2024,Gabi (bisol),40.00,60.00,45.00
7/9/2024,Kamote,25.00,40.00,30.00
7/9/2024,Karlang,20.00,50.00,25.00
7/9/2024,Cassava,18.00,20.00,16.00
7/8/2024,Gabi (bisol),40.00,50.00,45.00
7/8/2024,Kamote,25.00,40.00,30.00
7/8/2024,Karlang,20.00,45.00,25.00
7/8/2024,Cassava,18.00,20.00,16.00
7/7/2024,Gabi (bisol),40.00,60.00,45.00
7/7/2024,Kamote,25.00,40.00,30.00
7/7/2024,Karlang,20.00,40.00,25.00
7/7/2024,Cassava,18.00,15.00,16.00
7/6/2024,Gabi (bisol),40.00,60.00,45.00
7/6/2024,Kamote,25.00,45.00,30.00
7/6/2024,Karlang,20.00,40.00,24.00
7/6/2024,Cassava,18.00,15.00,16.00
7/5/2024,Gabi (bisol),40.00,60.00,45.00
7/5/2024,Kamote,25.00,45.00,30.00
7/5/2024,Karlang,20.00,60.00,24.00
7/5/2024,Cassava,18.00,18.00,16.00
7/4/2024,Gabi (bisol),40.00,60.00,45.00
7/4/2024,Kamote,25.00,45.00,30.00
7/4/2024,Karlang,20.00,50.00,24.00
7/4/2024,Cassava,18.00,18.00,16.00
7/3/2024,Gabi (bisol),40.00,60.00,45.00
7/3/2024,Kamote,25.00,45.00,27.00
7/3/2024,Karlang,20.00,60.00,18.00
7/3/2024,Cassava,18.00,18.00,16.00
7/2/2024,Gabi (bisol),40.00,65.00,45.00
7/2/2024,Kamote,25.00,45.00,27.00
7/2/2024,Karlang,20.00,50.00,18.00
7/2/2024,Cassava,18.00,18.00,16.00
7/1/2024,Gabi (bisol),40.00,50.00,45.00
7/1/2024,Kamote,25.00,35.00,27.00
7/1/2024,Karlang,20.00,40.00,18.00
7/1/2024,Cassava,18.00,20.00,16.00
6/30/2024,Gabi (bisol),40.00,60.00,45.00
6/30/2024,Kamote,25.00,30.00,27.00
6/30/2024,Karlang,20.00,40.00,18.00
6/30/2024,Cassava,18.00,18.00,16.00
6/29/2024,Gabi (bisol),40.00,50.00,45.00
6/29/2024,Kamote,25.00,35.00,27.00
6/29/2024,Karlang,20.00,40.00,18.00
6/29/2024,Cassava,18.00,18.00,16.00
6/28/2024,Gabi (bisol),40.00,50.00,45.00
6/28/2024,Kamote,25.00,30.00,27.00
6/28/2024,Karlang,20.00,40.00,18.00
6/28/2024,Cassava,18.00,18.00,16.00
6/27/2024,Gabi (bisol),40.00,50.00,45.00
6/27/2024,Kamote,25.00,35.00,27.00
6/27/2024,Karlang,20.00,40.00,18.00
6/27/2024,Cassava,18.00,18.00,16.00
6/26/2024,Gabi (bisol),40.00,50.00,45.00
6/26/2024,Kamote,25.00,30.00,28.00
6/26/2024,Karlang,20.00,40.00,18.00
6/26/2024,Cassava,18.00,18.00,16.00
6/25/2024,Gabi (bisol),40.00,55.00,45.00
6/25/2024,Kamote,25.00,30.00,28.00
6/25/2024,Karlang,20.00,30.00,18.00
6/25/2024,Cassava,18.00,18.00,16.00
6/24/2024,Gabi (bisol),40.00,50.00,45.00
6/24/2024,Kamote,25.00,30.00,28.00
6/24/2024,Karlang,20.00,25.00,18.00
6/24/2024,Cassava,18.00,18.00,16.00
6/23/2024,Gabi (bisol),40.00,45.00,45.00
6/23/2024,Kamote,25.00,35.00,28.00
6/23/2024,Karlang,20.00,27.50,18.00
6/23/2024,Cassava,18.00,18.00,16.00
6/22/2024,Gabi (bisol),40.00,50.00,45.00
6/22/2024,Kamote,25.00,40.00,28.00
6/22/2024,Karlang,20.00,30.00,18.00
6/22/2024,Cassava,18.00,20.00,16.00
6/21/2024,Gabi (bisol),40.00,50.00,45.00
6/21/2024,Kamote,25.00,40.00,28.00
6/21/2024,Karlang,20.00,40.00,18.00
6/21/2024,Cassava,18.00,18.00,16.00
6/20/2024,Gabi (bisol),40.00,50.00,45.00
6/20/2024,Kamote,25.00,40.00,30.00
6/20/2024,Karlang,20.00,30.00,18.00
6/20/2024,Cassava,18.00,18.00,16.00
6/19/2024,Gabi (bisol),40.00,50.00,45.00
6/19/2024,Kamote,25.00,40.00,28.00
6/19/2024,Karlang,20.00,35.00,17.00
6/19/2024,Cassava,18.00,18.00,16.00
6/18/2024,Gabi (bisol),40.00,55.00,45.00
6/18/2024,Kamote,25.00,45.00,30.00
6/18/2024,Karlang,20.00,60.00,17.00
6/18/2024,Cassava,18.00,18.00,16.00
6/17/2024,Gabi (bisol),40.00,55.00,45.00
6/17/2024,Kamote,25.00,45.00,30.00
6/17/2024,Karlang,20.00,60.00,17.00
6/17/2024,Cassava,18.00,18.00,16.00
6/16/2024,Gabi (bisol),40.00,55.00,45.00
6/16/2024,Kamote,25.00,45.00,30.00
6/16/2024,Karlang,20.00,60.00,17.00
6/16/2024,Cassava,18.00,18.00,16.00
6/15/2024,Gabi (bisol),40.00,55.00,45.00
6/15/2024,Kamote,25.00,45.00,30.00
6/15/2024,Karlang,20.00,60.00,17.00
6/15/2024,Cassava,18.00,18.00,16.00
6/14/2024,Gabi (bisol),40.00,50.00,45.00
6/14/2024,Kamote,25.00,30.00,30.00
6/14/2024,Karlang,20.00,20.00,17.00
6/14/2024,Cassava,18.00,18.00,16.00
6/13/2024,Gabi (bisol),40.00,65.00,45.00
6/13/2024,Kamote,25.00,45.00,30.00
6/13/2024,Karlang,20.00,60.00,17.00
6/13/2024,Cassava,18.00,18.00,16.00
6/12/2024,Gabi (bisol),40.00,65.00,45.00
6/12/2024,Kamote,25.00,45.00,28.00
6/12/2024,Karlang,20.00,60.00,17.00
6/12/2024,Cassava,18.00,18.00,16.00
6/11/2024,Gabi (bisol),40.00,65.00,45.00
6/11/2024,Kamote,25.00,45.00,28.00
6/11/2024,Karlang,20.00,60.00,17.00
6/11/2024,Cassava,18.00,18.00,16.00
6/10/2024,Gabi (bisol),40.00,60.00,45.00
6/10/2024,Kamote,25.00,30.00,28.00
6/10/2024,Karlang,20.00,40.00,17.00
6/10/2024,Cassava,18.00,18.00,16.00
6/9/2024,Gabi (bisol),40.00,60.00,45.00
6/9/2024,Kamote,25.00,30.00,28.00
6/9/2024,Karlang,20.00,40.00,17.00
6/9/2024,Cassava,18.00,18.00,16.00
6/8/2024,Gabi (bisol),40.00,60.00,45.00
6/8/2024,Kamote,25.00,30.00,28.00
6/8/2024,Karlang,20.00,40.00,17.00
6/8/2024,Cassava,18.00,18.00,16.00
6/7/2024,Gabi (bisol),40.00,40.00,45.00
6/7/2024,Kamote,25.00,30.00,28.00
6/7/2024,Karlang,20.00,30.00,17.00
6/7/2024,Cassava,18.00,18.00,16.00
6/6/2024,Gabi (bisol),40.00,50.00,45.00
6/6/2024,Kamote,25.00,30.00,26.00
6/6/2024,Karlang,20.00,35.00,18.00
6/6/2024,Cassava,18.00,18.00,16.00
6/5/2024,Gabi (bisol),40.00,45.00,45.00
6/5/2024,Kamote,25.00,25.00,26.00
6/5/2024,Karlang,20.00,30.00,16.00
6/5/2024,Cassava,18.00,18.00,16.00
6/4/2024,Gabi (bisol),40.00,50.00,45.00
6/4/2024,Kamote,25.00,25.00,26.00
6/4/2024,Karlang,20.00,30.00,16.00
6/4/2024,Cassava,18.00,20.00,16.00
6/3/2024,Gabi (bisol),40.00,60.00,45.00
6/3/2024,Kamote,25.00,50.00,26.00
6/3/2024,Karlang,20.00,30.00,16.00
6/3/2024,Cassava,18.00,35.00,16.00
6/2/2024,Gabi (bisol),40.00,60.00,45.00
6/2/2024,Kamote,25.00,50.00,30.00
6/2/2024,Karlang,20.00,30.00,27.00
6/2/2024,Cassava,18.00,35.00,16.00
6/1/2024,Gabi (bisol),40.00,60.00,45.00
6/1/2024,Kamote,25.00,50.00,30.00
6/1/2024,Karlang,20.00,30.00,27.00
6/1/2024,Cassava,18.00,35.00,16.00
5/31/2024,Gabi (bisol),40.00,40.00,45.00
5/31/2024,Kamote,25.00,30.00,30.00
5/31/2024,Karlang,28.00,40.00,16.00
5/31/2024,Cassava,18.00,18.00,18.00
5/30/2024,Gabi (bisol),40.00,40.00,45.00
5/30/2024,Kamote,25.00,30.00,30.00
5/30/2024,Karlang,28.00,40.00,16.00
5/30/2024,Cassava,18.00,18.00,18.00
5/29/2024,Gabi (bisol),40.00,40.00,45.00
5/29/2024,Kamote,25.00,30.00,30.00
5/29/2024,Karlang,28.00,40.00,16.00
5/29/2024,Cassava,18.00,18.00,18.00
5/28/2024,Gabi (bisol),40.00,50.00,45.00
5/28/2024,Kamote,25.00,30.00,30.00
5/28/2024,Karlang,28.00,40.00,16.00
5/28/2024,Cassava,18.00,20.00,18.00
5/27/2024,Gabi (bisol),40.00,65.00,45.00
5/27/2024,Kamote,22.00,25.00,30.00
5/27/2024,Karlang,12.00,30.00,16.00
5/27/2024,Cassava,18.00,18.00,18.00
5/24/2024,Gabi (bisol),40.00,50.00,45.00
5/24/2024,Kamote,22.00,30.00,30.00
5/24/2024,Karlang,12.00,27.50,16.00
5/24/2024,Cassava,18.00,18.00,18.00
5/22/2024,Gabi (bisol),40.00,60.00,45.00
5/22/2024,Kamote,22.00,25.00,34.00
5/22/2024,Karlang,12.00,30.00,16.00
5/22/2024,Cassava,18.00,25.00,18.00
5/21/2024,Gabi (bisol),40.00,60.00,45.00
5/21/2024,Kamote,22.00,25.00,34.00
5/21/2024,Karlang,12.00,35.00,16.00
5/21/2024,Cassava,18.00,18.00,18.00
5/20/2024,Gabi (bisol),40.00,60.00,45.00
5/20/2024,Kamote,22.00,35.00,34.00
5/20/2024,Karlang,12.00,40.00,16.00
5/20/2024,Cassava,18.00,20.00,18.00
5/19/2024,Gabi (bisol),40.00,60.00,45.00
5/19/2024,Kamote,22.00,35.00,34.00
5/19/2024,Karlang,12.00,40.00,16.00
5/19/2024,Cassava,18.00,20.00,18.00
5/18/2024,Gabi (bisol),40.00,60.00,45.00
5/18/2024,Kamote,22.00,35.00,34.00
5/18/2024,Karlang,12.00,40.00,16.00
5/18/2024,Cassava,18.00,20.00,18.00
5/17/2024,Gabi (bisol),40.00,60.00,45.00
5/17/2024,Kamote,22.00,35.00,34.00
5/17/2024,Karlang,12.00,40.00,16.00
5/17/2024,Cassava,18.00,20.00,18.00
5/16/2024,Gabi (bisol),40.00,60.00,45.00
5/16/2024,Kamote,22.00,35.00,34.00
5/16/2024,Karlang,12.00,40.00,16.00
5/16/2024,Cassava,18.00,20.00,18.00
5/15/2024,Gabi (bisol),40.00,60.00,45.00
5/15/2024,Kamote,22.00,35.00,34.00
5/15/2024,Karlang,12.00,40.00,16.00
5/15/2024,Cassava,18.00,20.00,18.00
5/14/2024,Gabi (bisol),40.00,60.00,45.00
5/14/2024,Kamote,22.00,35.00,34.00
5/14/2024,Karlang,12.00,40.00,16.00
5/14/2024,Cassava,18.00,20.00,18.00
5/13/2024,Gabi (bisol),40.00,60.00,45.00
5/13/2024,Kamote,22.00,35.00,34.00
5/13/2024,Karlang,12.00,40.00,16.00
5/13/2024,Cassava,18.00,20.00,18.00
5/12/2024,Gabi (bisol),40.00,60.00,45.00
5/12/2024,Kamote,22.00,35.00,34.00
5/12/2024,Karlang,12.00,40.00,16.00
5/12/2024,Cassava,18.00,20.00,18.00
5/11/2024,Gabi (bisol),40.00,60.00,45.00
5/11/2024,Kamote,22.00,35.00,34.00
5/11/2024,Karlang,12.00,40.00,16.00
5/11/2024,Cassava,18.00,20.00,18.00
5/10/2024,Gabi (bisol),40.00,40.00,45.00
5/10/2024,Kamote,22.00,25.00,34.00
5/10/2024,Karlang,12.00,30.00,16.00
5/10/2024,Cassava,18.00,18.00,18.00
5/9/2024,Gabi (bisol),40.00,50.00,45.00
5/9/2024,Kamote,22.00,25.00,27.00
5/9/2024,Karlang,12.00,35.00,19.00
5/9/2024,Cassava,18.00,18.00,18.00
5/8/2024,Gabi (bisol),40.00,50.00,45.00
5/8/2024,Kamote,22.00,25.00,27.00
5/8/2024,Karlang,12.00,35.00,19.00
5/8/2024,Cassava,18.00,18.00,18.00
5/7/2024,Gabi (bisol),40.00,60.00,45.00
5/7/2024,Kamote,22.00,35.00,26.00
5/7/2024,Karlang,12.00,45.00,18.00
5/7/2024,Cassava,18.00,18.00,18.00
5/6/2024,Gabi (bisol),40.00,55.00,45.00
5/6/2024,Kamote,22.00,30.00,26.00
5/6/2024,Karlang,12.00,35.00,18.00
5/6/2024,Cassava,18.00,25.00,18.00
5/5/2024,Gabi (bisol),40.00,55.00,45.00
5/5/2024,Kamote,22.00,30.00,25.00
5/5/2024,Karlang,12.00,35.00,14.00
5/5/2024,Cassava,18.00,25.00,18.00
5/4/2024,Gabi (bisol),40.00,55.00,45.00
5/4/2024,Kamote,22.00,30.00,25.00
5/4/2024,Karlang,12.00,35.00,14.00
5/4/2024,Cassava,18.00,25.00,18.00
5/3/2024,Gabi (bisol),40.00,40.00,45.00
5/3/2024,Kamote,25.00,25.00,25.00
5/3/2024,Karlang,12.00,25.00,14.00
5/3/2024,Cassava,18.00,25.00,18.00
5/2/2024,Gabi (bisol),40.00,60.00,45.00
5/2/2024,Kamote,25.00,40.00,25.00
5/2/2024,Karlang,12.00,45.00,14.00
5/2/2024,Cassava,18.00,18.00,18.00
5/1/2024,Gabi (bisol),40.00,60.00,45.00
5/1/2024,Kamote,25.00,40.00,28.00
5/1/2024,Karlang,12.00,45.00,14.00
5/1/2024,Cassava,18.00,18.00,18.00
4/30/2024,Gabi (bisol),40.00,60.00,45.00
4/30/2024,Kamote,25.00,35.00,28.00
4/30/2024,Karlang,12.00,40.00,14.00
4/30/2024,Cassava,18.00,18.00,18.00
4/29/2024,Gabi (bisol),40.00,40.00,45.00
4/29/2024,Kamote,25.00,35.00,23.00
4/29/2024,Karlang,12.00,20.00,14.00
4/29/2024,Cassava,18.00,18.00,18.00
4/28/2024,Gabi (bisol),40.00,40.00,45.00
4/28/2024,Kamote,25.00,35.00,23.00
4/28/2024,Karlang,12.00,20.00,14.00
4/28/2024,Cassava,18.00,18.00,18.00
4/27/2024,Gabi (bisol),40.00,40.00,45.00
4/27/2024,Kamote,25.00,35.00,23.00
4/27/2024,Karlang,12.00,20.00,15.00
4/27/2024,Cassava,18.00,18.00,18.00
4/26/2024,Gabi (bisol),40.00,50.00,45.00
4/26/2024,Kamote,25.00,25.00,23.00
4/26/2024,Karlang,12.00,40.00,15.00
4/26/2024,Cassava,18.00,18.00,18.00
4/25/2024,Gabi (bisol),40.00,55.00,45.00
4/25/2024,Kamote,25.00,30.00,23.00
4/25/2024,Karlang,12.00,40.00,15.00
4/25/2024,Cassava,18.00,18.00,18.00
4/24/2024,Gabi (bisol),40.00,50.00,45.00
4/24/2024,Kamote,25.00,25.00,25.00
4/24/2024,Karlang,12.00,40.00,15.00
4/24/2024,Cassava,18.00,18.00,18.00
4/23/2024,Gabi (bisol),40.00,60.00,45.00
4/23/2024,Kamote,25.00,35.00,23.00
4/23/2024,Karlang,12.00,50.00,14.00
4/23/2024,Cassava,18.00,18.00,18.00
4/22/2024,Gabi (bisol),40.00,60.00,45.00
4/22/2024,Kamote,25.00,30.00,23.00
4/22/2024,Karlang,12.00,45.00,14.00
4/22/2024,Cassava,18.00,18.00,18.00
4/21/2024,Gabi (bisol),40.00,60.00,45.00
4/21/2024,Kamote,25.00,30.00,20.00
4/21/2024,Karlang,12.00,45.00,14.00
4/21/2024,Cassava,18.00,18.00,18.00
4/20/2024,Gabi (bisol),40.00,60.00,45.00
4/20/2024,Kamote,25.00,30.00,20.00
4/20/2024,Karlang,12.00,45.00,14.00
4/20/2024,Cassava,18.00,18.00,18.00
4/19/2024,Gabi (bisol),40.00,50.00,45.00
4/19/2024,Kamote,20.00,25.00,20.00
4/19/2024,Karlang,12.00,40.00,14.00
4/19/2024,Cassava,18.00,18.00,18.00
4/18/2024,Gabi (bisol),40.00,60.00,45.00
4/18/2024,Kamote,20.00,30.00,20.00
4/18/2024,Karlang,12.00,40.00,14.00
4/18/2024,Cassava,18.00,18.00,18.00
4/17/2024,Gabi (bisol),40.00,50.00,45.00
4/17/2024,Kamote,20.00,25.00,21.00
4/17/2024,Karlang,12.00,40.00,13.00
4/17/2024,Cassava,18.00,18.00,18.00
4/16/2024,Gabi (bisol),40.00,60.00,45.00
4/16/2024,Kamote,20.00,35.00,21.00
4/16/2024,Karlang,12.00,40.00,13.00
4/16/2024,Cassava,18.00,18.00,18.00
4/15/2024,Gabi (bisol),40.00,55.00,45.00
4/15/2024,Kamote,20.00,35.00,21.00
4/15/2024,Karlang,12.00,35.00,14.00
4/15/2024,Cassava,18.00,18.00,18.00
4/14/2024,Gabi (bisol),40.00,60.00,45.00
4/14/2024,Kamote,20.00,35.00,21.00
4/14/2024,Karlang,12.00,35.00,14.00
4/14/2024,Cassava,18.00,18.00,18.00
4/13/2024,Gabi (bisol),40.00,60.00,45.00
4/13/2024,Kamote,20.00,35.00,21.00
4/13/2024,Karlang,12.00,35.00,14.00
4/13/2024,Cassava,18.00,18.00,18.00
4/12/2024,Gabi (bisol),40.00,60.00,45.00
4/12/2024,Kamote,22.00,30.00,21.00
4/12/2024,Karlang,27.00,40.00,14.00
4/12/2024,Cassava,18.00,18.00,18.00
4/11/2024,Gabi (bisol),40.00,50.00,45.00
4/11/2024,Kamote,22.00,35.00,16.00
4/11/2024,Karlang,27.00,40.00,14.00
4/11/2024,Cassava,18.00,18.00,18.00
4/10/2024,Gabi (bisol),40.00,50.00,45.00
4/10/2024,Kamote,22.00,35.00,16.00
4/10/2024,Karlang,27.00,40.00,14.00
4/10/2024,Cassava,18.00,18.00,18.00
4/9/2024,Gabi (bisol),40.00,50.00,45.00
4/9/2024,Kamote,22.00,35.00,16.00
4/9/2024,Karlang,27.00,40.00,12.00
4/9/2024,Cassava,18.00,18.00,18.00
4/8/2024,Gabi (bisol),40.00,60.00,45.00
4/8/2024,Kamote,20.00,35.00,16.00
4/8/2024,Karlang,18.00,30.00,12.00
4/8/2024,Cassava,18.00,18.00,18.00
4/7/2024,Gabi (bisol),40.00,60.00,45.00
4/7/2024,Kamote,20.00,35.00,16.00
4/7/2024,Karlang,18.00,30.00,12.00
4/7/2024,Cassava,18.00,18.00,18.00
4/6/2024,Gabi (bisol),40.00,60.00,45.00
4/6/2024,Kamote,20.00,35.00,16.00
4/6/2024,Karlang,18.00,30.00,12.00
4/6/2024,Cassava,18.00,18.00,18.00
4/5/2024,Gabi (bisol),40.00,40.00,45.00
4/5/2024,Kamote,30.00,25.00,16.00
4/5/2024,Karlang,30.00,25.00,12.00
4/5/2024,Cassava,18.00,18.00,18.00
4/4/2024,Gabi (bisol),40.00,70.00,45.00
4/4/2024,Kamote,30.00,35.00,16.00
4/4/2024,Karlang,30.00,40.00,12.00
4/4/2024,Cassava,18.00,18.00,18.00
4/3/2024,Gabi (bisol),40.00,40.00,45.00
4/3/2024,Kamote,30.00,25.00,16.00
4/3/2024,Karlang,30.00,25.00,12.00
4/3/2024,Cassava,18.00,18.00,18.00
4/2/2024,Gabi (bisol),40.00,65.00,45.00
4/2/2024,Kamote,30.00,40.00,16.00
4/2/2024,Karlang,30.00,40.00,12.00
4/2/2024,Cassava,18.00,18.00,18.00
4/1/2024,Gabi (bisol),40.00,65.00,45.00
4/1/2024,Kamote,30.00,40.00,20.00
4/1/2024,Karlang,30.00,40.00,13.00
4/1/2024,Cassava,18.00,18.00,18.00
3/31/2024,Gabi (bisol),40.00,60.00,45.00
3/31/2024,Kamote,18.00,25.00,20.00
3/31/2024,Karlang,18.00,40.00,13.00
3/31/2024,Cassava,18.00,18.00,18.00
3/30/2024,Gabi (bisol),40.00,60.00,45.00
3/30/2024,Kamote,18.00,25.00,20.00
3/30/2024,Karlang,18.00,40.00,15.00
3/30/2024,Cassava,18.00,18.00,18.00
3/29/2024,Gabi (bisol),40.00,60.00,45.00
3/29/2024,Kamote,18.00,25.00,20.00
3/29/2024,Karlang,18.00,40.00,15.00
3/29/2024,Cassava,18.00,18.00,18.00
3/28/2024,Gabi (bisol),40.00,60.00,45.00
3/28/2024,Kamote,18.00,25.00,20.00
3/28/2024,Karlang,18.00,40.00,15.00
3/28/2024,Cassava,18.00,18.00,18.00
3/27/2024,Gabi (bisol),40.00,60.00,45.00
3/27/2024,Kamote,18.00,25.00,20.00
3/27/2024,Karlang,18.00,40.00,15.00
3/27/2024,Cassava,18.00,18.00,18.00
3/26/2024,Gabi (bisol),40.00,60.00,45.00
3/26/2024,Kamote,18.00,40.00,20.00
3/26/2024,Karlang,18.00,40.00,15.00
3/26/2024,Cassava,18.00,18.00,18.00
3/25/2024,Gabi (bisol),40.00,60.00,16.00
3/25/2024,Kamote,18.00,40.00,22.00
3/25/2024,Karlang,18.00,40.00,13.00
3/25/2024,Cassava,18.00,18.00,18.00
3/24/2024,Gabi (bisol),40.00,60.00,16.00
3/24/2024,Kamote,18.00,40.00,22.00
3/24/2024,Karlang,18.00,40.00,13.00
3/24/2024,Cassava,18.00,18.00,18.00
3/23/2024,Gabi (bisol),40.00,60.00,16.00
3/23/2024,Kamote,18.00,40.00,22.00
3/23/2024,Karlang,18.00,40.00,13.00
3/23/2024,Cassava,18.00,18.00,18.00
3/22/2024,Gabi (bisol),40.00,60.00,16.00
3/22/2024,Kamote,18.00,40.00,22.00
3/22/2024,Karlang,18.00,40.00,13.00
3/22/2024,Cassava,18.00,18.00,18.00
3/21/2024,Gabi (bisol),40.00,60.00,16.00
3/21/2024,Kamote,20.00,40.00,22.00
3/21/2024,Karlang,18.00,45.00,13.00
3/21/2024,Cassava,18.00,18.00,18.00
3/20/2024,Gabi (bisol),40.00,55.00,16.00
3/20/2024,Kamote,20.00,25.00,20.00
3/20/2024,Karlang,18.00,40.00,14.00
3/20/2024,Cassava,18.00,18.00,18.00
3/19/2024,Gabi (bisol),40.00,70.00,16.00
3/19/2024,Kamote,20.00,35.00,20.00
3/19/2024,Karlang,18.00,40.00,14.00
3/19/2024,Cassava,18.00,18.00,18.00
3/18/2024,Gabi (bisol),40.00,65.00,16.00
3/18/2024,Kamote,20.00,40.00,20.00
3/18/2024,Karlang,18.00,25.00,14.00
3/18/2024,Cassava,18.00,18.00,18.00
3/17/2024,Gabi (bisol),40.00,60.00,16.00
3/17/2024,Kamote,20.00,35.00,20.00
3/17/2024,Karlang,18.00,40.00,14.00
3/17/2024,Cassava,18.00,18.00,18.00
3/16/2024,Gabi (bisol),40.00,60.00,16.00
3/16/2024,Kamote,20.00,35.00,20.00
3/16/2024,Karlang,18.00,40.00,14.00
3/16/2024,Cassava,18.00,18.00,18.00
3/15/2024,Gabi (bisol),40.00,60.00,16.00
3/15/2024,Kamote,20.00,35.00,20.00
3/15/2024,Karlang,18.00,50.00,14.00
3/15/2024,Cassava,18.00,18.00,18.00
3/14/2024,Gabi (bisol),40.00,60.00,16.00
3/14/2024,Kamote,20.00,35.00,20.00
3/14/2024,Karlang,18.00,40.00,14.00
3/14/2024,Cassava,18.00,18.00,18.00
3/13/2024,Gabi (bisol),40.00,65.00,16.00
3/13/2024,Kamote,20.00,35.00,20.00
3/13/2024,Karlang,18.00,45.00,14.00
3/13/2024,Cassava,18.00,18.00,18.00
3/12/2024,Gabi (bisol),40.00,60.00,16.00
3/12/2024,Kamote,20.00,30.00,20.00
3/12/2024,Karlang,18.00,30.00,14.00
3/12/2024,Cassava,18.00,20.00,18.00
3/11/2024,Gabi (bisol),40.00,40.00,16.00
3/11/2024,Kamote,20.00,40.00,20.00
3/11/2024,Karlang,18.00,30.00,12.00
3/11/2024,Cassava,18.00,18.00,20.00
3/10/2024,Gabi (bisol),40.00,40.00,16.00
3/10/2024,Kamote,20.00,40.00,20.00
3/10/2024,Karlang,18.00,30.00,12.00
3/10/2024,Cassava,18.00,18.00,20.00
3/9/2024,Gabi (bisol),40.00,40.00,16.00
3/9/2024,Kamote,20.00,40.00,20.00
3/9/2024,Karlang,18.00,30.00,12.00
3/9/2024,Cassava,18.00,18.00,20.00
3/8/2024,Gabi (bisol),40.00,40.00,16.00
3/8/2024,Kamote,20.00,40.00,20.00
3/8/2024,Karlang,18.00,30.00,12.00
3/8/2024,Cassava,18.00,18.00,20.00
3/7/2024,Gabi (bisol),40.00,60.00,16.00
3/7/2024,Kamote,20.00,30.00,20.00
3/7/2024,Karlang,18.00,30.00,12.00
3/7/2024,Cassava,18.00,20.00,20.00
3/6/2024,Gabi (bisol),40.00,60.00,16.00
3/6/2024,Kamote,20.00,35.00,20.00
3/6/2024,Karlang,18.00,45.00,12.00
3/6/2024,Cassava,18.00,18.00,19.00
3/5/2024,Gabi (bisol),40.00,60.00,16.00
3/5/2024,Kamote,20.00,40.00,20.00
3/5/2024,Karlang,18.00,45.00,12.00
3/5/2024,Cassava,18.00,18.00,19.00
3/4/2024,Gabi (bisol),40.00,60.00,16.00
3/4/2024,Kamote,20.00,40.00,20.00
3/4/2024,Karlang,18.00,45.00,12.00
3/4/2024,Cassava,18.00,18.00,19.00
3/3/2024,Gabi (bisol),40.00,60.00,16.00
3/3/2024,Kamote,20.00,40.00,20.00
3/3/2024,Karlang,18.00,45.00,12.00
3/3/2024,Cassava,18.00,18.00,19.00
3/2/2024,Gabi (bisol),40.00,60.00,16.00
3/2/2024,Kamote,20.00,40.00,20.00
3/2/2024,Karlang,18.00,45.00,12.00
3/2/2024,Cassava,18.00,18.00,19.00
3/1/2024,Gabi (bisol),40.00,55.00,16.00
3/1/2024,Kamote,20.00,40.00,20.00
3/1/2024,Karlang,18.00,45.00,12.00
3/1/2024,Cassava,18.00,18.00,19.00
2/29/2024,Gabi (bisol),40.00,60.00,16.00
2/29/2024,Kamote,20.00,30.00,18.00
2/29/2024,Karlang,18.00,25.00,12.00
2/29/2024,Cassava,18.00,18.00,20.00
2/28/2024,Gabi (bisol),40.00,70.00,16.00
2/28/2024,Kamote,26.00,35.00,18.00
2/28/2024,Karlang,28.00,50.00,12.00
2/28/2024,Cassava,18.00,18.00,20.00
2/27/2024,Gabi (bisol),40.00,65.00,16.00
2/27/2024,Kamote,26.00,35.00,18.00
